#ilkid,firstname,lastname,position,firstseason,lastseason,h_feet,h_inches,weight,college,birthdate
DUMARJO01,Joe,Dumars,G,1985,1998,6,3,190,McNeese State University,1963-05-24
DUMASRI01,Richard,Dumas,F,1992,1995,6,7,200,Oklahoma State University,1969-05-19
DUMASRI02,Rich,Dumas,G,1968,1968,6,3,170,Northeastern State University,1945-01-01
DUMASTO01,Tony,Dumas,G,1994,1997,6,6,190,University of Missouri - Kansas City,1972-08-25
DUNCAAN01,Andy,Duncan,F,1948,1950,6,6,195,College of William and Mary,1922-04-17
DUNCATI01,Tim,Duncan,F,1997,2009,7,0,248,Wake Forest University,1976-04-25
DUNLEMI01,Mike,Dunleavy,G,1976,1989,6,2.5,180,University of South Carolina,1954-03-21
DUNLEMI02,Mike,Dunleavy,F,2002,2009,6,9,221,Duke University,1980-09-15
DUNNPA01,Pat,Dunn,G,1957,1957,6,2,170,Utah State University,1931-03-17
DUNNTR01,T.r.,Dunn,G,1977,1990,6,4,192,University of Alabama,1955-02-01
DUPRERO01,Ronald,Dupree,F,2003,2007,6,7,209,Louisiana State University,1981-01-26
DURANKE01,Kevin,Durant,F,2007,2009,6,9,225,University of Texas,1988-09-29
DURENJO01,John,Duren,G,1980,1982,6,3,195,Georgetown University,1958-10-30
DURHAJA01,Jarrett,Durham,F,1971,1971,6,5,188,Duquesne University,1949-08-22
DURHAPA01,Pat,Durham,F,1992,1994,6,7,210,Colorado State University,1967-03-10
DURRADE01,Devin,Durrant,F,1984,1985,6,7,200,Brigham Young University,1960-10-20
DURREKE01,Ken,Durrett,F,1971,1974,6,7,190,La Salle University,1948-12-08
DUVALDE01,Dennis,Duval,G,1974,1975,6,3,175,Syracuse University,1952-03-31
DWANJA01,Jack,Dwan,F,1948,1948,6,4,200,Loyola University Chicago,1921-05-03
DYKEMCR01,Craig,Dykema,F,1981,1981,6,8,190,California State University Long Beach,1959-06-11
DYKERGE01,Gene,Dyker,F,1953,1953,6,6,225,DePaul University,1930-02-17
EACKLLE01,Ledell,Eackles,G,1988,1997,6,5,220,University of New Orleans,1966-11-24
EAKINJI01,Jim,Eakins,C,1968,1977,6,11,215,Brigham Young University,1946-05-24
EARLAC01,Acie,Earl,C,1993,1996,6,10,240,University of Iowa,1970-06-23
EARLEED01,Ed,Earle,F,1953,1953,6,3,190,Loyola University Chicago,1927-04-28
EATONMA01,Mark,Eaton,C,1982,1992,7,3,275,University of California - Los Angeles,1957-01-24
EAVESJE01,Jerry,Eaves,G,1982,1986,6,4,180,University of Louisville,1959-02-08
EBBENBI01,Bill,Ebben,G,1957,1957,6,4,190,University of Detroit Mercy,1935-10-07
EBERHAL01,Al,Eberhard,F,1974,1977,6,6,225,University of Missouri,1952-05-10
EBIND01,Ndudi,Ebi,F,2003,2004,6,9,195,NULL,1984-06-18
EBRONRO01,Roy,Ebron,C,1973,1973,6,9,220,University of Southwestern Louisiana,1951-08-31
EDDIEPA01,Patrick,Eddie,C,1991,1991,6,11,240,University of Mississippi,1967-12-27
EDDLETH01,Thomas,Eddleman,F,1949,1952,6,2.5,189,University of Illinois,1922-12-27
EDELIKE01,Kent,Edelin,F,1984,1984,6,8,205,University of Virginia,1962-05-24
EDGECH01,Charlie,Edge,F,1973,1974,6,6,210,LeMoyne-Owen College,1950-02-23
EDMONBO01,Bobby,Edmonds,F,1967,1969,6,6,220,Tennessee State University,1941-03-08
EDMONKE01,Keith,Edmonson,G,1982,1983,6,5,195,Purdue University,1960-09-28
EDNEYTY01,Tyus,Edney,G,1995,2000,5,10,152,University of California - Los Angeles,1973-02-14
EDWARBI01,Bill,Edwards,F,1993,1993,6,8,215,Wright State University,1971-09-22
EDWARBL01,Blue,Edwards,F,1989,1998,6,4,200,East Carolina University,1965-10-31
EDWARDO01,Doug,Edwards,F,1993,1995,6,7,220,Florida State University,1971-01-21
EDWARFR01,Franklin,Edwards,G,1981,1987,6,1,170,Cleveland State University,1959-02-02
EDWARJA01,James,Edwards,C,1977,1995,7,0,225,University of Washington,1955-11-22
EDWARJA02,Jay,Edwards,F,1989,1989,6,4,185,Indiana University,1969-01-03
EDWARKE01,Kevin,Edwards,G,1988,2000,6,3,190,DePaul University,1965-10-30
EDWARJO01,John,Edwards,C,2004,2005,7,0,264,Kent State University,1981-07-31
EDWARCO01,Corsley,Edwards,F,2004,2004,6,9,275,Central Connecticut State University,1979-03-05
EGANJO01,Johnny,Egan,G,1961,1971,5,11,180,Providence College,1939-01-31
EGGLELO01,Lonnie,Eggleston,G,1948,1948,6,0,170,Oklahoma State University,1918-06-08
EHLERED01,Eddie,Ehlers,G,1947,1948,6,3,198,Purdue University,1923-03-10
EHLOCR01,Craig,Ehlo,G,1983,1996,6,6,180,Washington State University,1961-08-11
EICHHDI01,Rich,Eichhorst,G,1961,1961,6,3,200,Southeast Missouri State University,1933-10-21
EISLEHO01,Howard,Eisley,G,1994,2005,6,2,177,Boston College,1972-12-04
EKEZIOB01,Obinna,Ekezie,F,1999,2004,6,9,270,University of Maryland,1975-08-22
EL-AMKH01,Khalid,El-amin,G,2000,2000,5,9,200,University of Connecticut,1979-04-25
ELIASDO01,Don,Eliason,F,1946,1946,6,2,210,Hamline University,1918-07-24
ELIEMA01,Mario,Elie,F,1990,2000,6,5,210,American International College,1963-11-26
ELLEFRA01,Ray,Ellefson,C,1948,1950,6,8,230,West Texas A&M University,1927-11-18
ELLINWA01,Wayne,Ellington,G,2009,2009,6,4,200,UNC,1987-11-29
ELLIOBO01,Bob,Elliott,C,1978,1980,6,9,225,University of Arizona,1955-08-18
ELLIOSE01,Sean,Elliott,F,1989,2000,6,8,205,University of Arizona,1968-02-02
ELLISAL01,Alexander,Ellis,F,1958,1959,6,5,185,Niagara University,1936-02-11
ELLISBO01,Bo,Ellis,F,1977,1979,6,9,197,Marquette University,1954-08-08
ELLISDA01,Dale,Ellis,G,1983,1999,6,7,205,University of Tennessee,1960-08-06
ELLISHA01,Harold,Ellis,F,1993,1997,6,5,200,Morehouse College,1970-10-07
ELLISJO01,Joe,Ellis,F,1966,1973,6,6,175,University of San Francisco ,1944-05-03
ELLISLA01,Laphonso,Ellis,F,1992,2002,6,8,240,University of Notre Dame,1970-05-05
ELLISLE01,Leroy,Ellis,F,1962,1975,6,10,210,Saint John's University,1940-03-10
ELLISLE02,Leron,Ellis,C,1991,1995,6,9,225,Syracuse University,1969-04-28
ELLISMO01,Monta,Ellis,G,2005,2009,6,3,175,NULL,1985-10-26
ELLISPE01,Pervis,Ellison,C,1989,2000,6,9,210,University of Louisville,1967-04-03
ELMORLE01,Len,Elmore,C,1974,1983,6,9,220,University of Maryland,1952-03-28
ELSONFR01,Francisco,Elson,C,2003,2009,7,0,213,University of California Berkeley,1976-02-28
ELSTODA01,Darrell,Elston,G,1974,1976,6,3.5,190,University of North Carolina,1952-08-15
ELYME01,Melvin,Ely,F,2002,2008,6,10,260,Fresno State University,1978-05-02
EMBRYWA01,Wayne,Embry,C,1958,1968,6,8,240,Miami University,1937-03-26
EMMETAN01,Andre,Emmett,G,2004,2004,6,4,216,Texas Tech University,1982-08-27
ENDRENE01,Ned,Endress,F,1946,1946,6,2,200,University of Akron,1918-03-02
ENGLECH01,Chris,Engler,C,1982,1987,6,11,245,University of Wyoming,1959-03-01
ENGLEWA01,Wayne,Englestad,F,1988,1988,6,8,245,University of California Irvine,1963-12-06
ENGLIAJ01,A.j.,English,G,1990,1991,6,3,175,Virginia Union University,1967-07-11
ENGLIAL01,Alex,English,F,1976,1990,6,7,190,University of South Carolina,1954-01-05
ENGLICL01,Claude,English,G,1970,1970,6,4,185,University of Rhode Island,1946-12-26
ENGLIJO01,Jojo,English,G,1992,1994,6,4,195,University of South Carolina,1970-02-04
ENGLISC01,Scott,English,F,1972,1974,6,6,205,University of Texas at El Paso,1950-10-20
ENGLUGE01,Gene,Englund,F,1949,1949,6,4.5,205,University of Wisconsin,1917-10-21
EPPSRA01,Ray,Epps,F,1978,1978,6,6,195,Norfolk State University,1956-08-20
ERIASBO01,Bo,Erias,F,1957,1957,6,3,220,Niagara University,1932-07-30
ERICKKE01,Keith,Erickson,F,1965,1976,6,5,195,University of California - Los Angeles,1944-04-19
ERVINJU01,Julius,Erving,F,1971,1986,6,6,200,University of Massachusetts,1950-02-22
ESCHMEV01,Evan,Eschmeyer,C,1999,2002,6,11,255,Northwestern University,1975-05-30
ESKRIJA01,Jack,Eskridge,C,1948,1948,6,5,200,University of Kansas,1924-01-21
ESPOSVI01,Vincent,Esposito,G,1995,1995,6,3,198,NULL,1969-01-03
EVANSBI01,Billy,Evans,G,1969,1969,6,0,170,Boston College,1947-03-03
EVANSBO01,Bob,Evans,G,1949,1949,6,2,175,Butler University,1925-05-31
EVANSBR01,Brian,Evans,F,1996,1998,6,8,220,Indiana University,1973-09-13
EVANSEA01,Earl,Evans,F,1979,1979,6,8,202,University of Nevada - Las Vegas,1955-11-11
EVANSMA01,Maurice,Evans,F,2001,2009,6,5,220,University of Texas,1978-11-08
EVANSMI01,Mike,Evans,G,1979,1987,6,1,170,Kansas State University,1955-04-19
EVANSRE01,Reggie,Evans,F,2002,2009,6,8,245,University of Iowa,1980-05-18
EVANSTY01,Tyreke,Evans,G,2009,2009,6,6,220,Memphis,1989-09-19
EWINGDA01,Daniel,Ewing,G,2005,2006,6,3,185,Duke University,1983-03-26
EWINGPA01,Patrick,Ewing,C,1985,2001,7,0,240,Georgetown University,1962-08-05
EZERSJO01,Johnny,Ezersky,F,1947,1949,6,3,175,NULL,1921-01-01
FABELJO01,Joe,Fabel,F,1946,1946,6,1,190,University of Pittsburgh,1913-09-04
FAIRCJO01,John,Fairchild,F,1965,1969,6,7.5,205,Brigham Young University,1943-04-28
FARBMPH01,Phil,Farbman,F,1948,1948,6,1,185,City College of New York,1924-04-03
FARLEDI01,Dick,Farley,G,1954,1958,6,4,190,Indiana University,1932-04-13
FARMAJO01,Jordan,Farmar,G,2006,2009,6,2,180,University of California - Los Angeles,1986-11-30
FARMEDE01,Desmon,Farmer,G,2006,2008,6,5,220,University of Southern California,1981-10-07
FARMEJI01,Jim,Farmer,F,1987,1993,6,4,190,University of Alabama,1964-09-23
FARMEMI01,Mike,Farmer,F,1958,1965,6,7,210,University of San Francisco ,1936-09-26
FARMETO01,Tony,Farmer,F,1997,1999,6,9,244,University of Nebraska,1970-01-03
FAUGHBO01,Bob,Faught,F,1946,1946,6,5,185,University of Notre Dame,1921-09-02
FAZEKNI01,Nick,Fazekas,F,2007,2007,6,11,235,University of Nevada,1985-06-17
FEDORDA01,Dave,Fedor,F,1962,1962,6,6,190,Florida State University,1940-12-10
FEERIBO01,Bob,Feerick,G,1946,1949,6,3,190,Santa Clara University,1920-01-02
FEHERBU01,Butch,Feher,G,1976,1976,6,4,185,Vanderbilt University,1954-05-19
FEICKJA01,Jamie,Feick,F,1996,2000,6,9,255,Michigan State University,1974-07-03
FEIERRO01,Ron,Feiereisel,G,1955,1955,6,3,185,DePaul University,1931-08-06
FEIGEGE01,George,Feigenbaum,G,1949,1952,6,1,185,University of Kentucky,1929-07-02
FEITLDA01,Dave,Feitl,C,1986,1991,6,11,235,University of Texas at El Paso,1962-06-08
FELIXRA01,Ray,Felix,C,1953,1961,6,11,220,Long Island University,1930-12-10
FELIXNO01,Noel,Felix,C,2005,2005,6,9,225,Fresno State University,1981-10-04
FELTORA01,Raymond,Felton,G,2005,2009,6,1,198,University of North Carolina,1984-06-26
FENDLJA01,Jake,Fendley,G,1951,1952,6,0,180,Northwestern University,1929-06-12
FENLEBI01,Bill,Fenley,F,1946,1946,6,3,190,Manhattan College,1922-02-08
FERGUDE01,Desmond,Ferguson,F,2003,2003,6,7,203,University of Detroit Mercy,1977-07-22
FERNARU01,Rudy,Fernandez,G,2008,2009,6,6,185,,1985-04-04
FERNSER01,Eric,Fernsten,C,1975,1983,6,10,205,University of San Francisco ,1953-11-01
FERRAAL01,Al,Ferrari,G,1955,1962,6,4,190,Michigan State University,1933-07-06
FERRERO01,Rolando,Ferreira,F,1988,1988,7,1,240,University of Houston,1964-05-24
FERREDU01,Duane,Ferrell,F,1988,1998,6,7,209,Georgia Institute of Technology,1965-02-28
FERRIAR01,Arnie,Ferrin,F,1948,1950,6,2,180,University of Utah,1925-07-29
FERRYBO01,Bob,Ferry,C,1959,1968,6,8,230,Saint Louis University,1937-05-31
FERRYDA01,Danny,Ferry,F,1990,2002,6,10,230,Duke University,1966-10-17
FESENKY01,Kyrylo,Fesenko,C,2007,2009,7,1,288,NULL,1986-12-24
FIELDBO01,Bobby,Fields,G,1971,1971,6,2.5,175,La Salle University,1949-10-20
FIELDKE01,Kenny,Fields,F,1984,1987,6,5,220,University of California - Los Angeles,1962-02-09
FILIPRO01,Ron,Filipek,F,1967,1967,6,5,205,Tennessee Tech University,1944-02-05
FILLMGR01,Greg,Fillmore,C,1970,1971,7,1,240,Cheyney University of Pennsylvania,1947-03-07
FINCHLA01,Larry,Finch,G,1973,1974,6,2,185,University of Memphis,1951-02-16
FINKEHA01,Hank,Finkel,C,1966,1974,7,0,240,Univeristy of Dayton,1942-04-20
FINLEMI01,Michael,Finley,F,1995,2009,6,7,215,University of Wisconsin,1973-03-06
FINNDA01,Danny,Finn,G,1952,1954,6,1,185,Saint John's University,1928-05-27
FISHMA01,Matt,Fish,C,1994,1996,6,11,235,University of North Carolina at Wilmington,1969-11-18
FISHEDE01,Derek,Fisher,G,1996,2009,6,1,200,University of Arkansas at Little Rock,1974-08-09
FISHERI01,Rick,Fisher,F,1971,1971,6,5,215,Colorado State University,1948-10-27
FITCHGE01,Gerald,Fitch,G,2005,2005,6,3,188,University of Kentucky,1982-08-12
FITZGBO01,Bob,Fitzgerald,F,1946,1948,6,5,190,Fordham University,1923-03-14
FITZGDI01,Dick,Fitzgerald,F,1946,1947,6,2,175,Seton Hall University,1920-11-18
FIZERMA01,Marcus,Fizer,F,2000,2005,6,8,260,Iowa State University,1978-08-10
FLEISJE01,Jerry,Fleishman,G,1946,1952,6,2,190,New York University,1922-02-14
FLEMIAL01,Al,Fleming,F,1977,1977,6,7,215,University of Arizona,1954-04-05
FLEMIED01,Ed,Fleming,G,1955,1959,6,3,189,Niagara University,1933-07-25
FLEMIVE01,Vern,Fleming,G,1984,1995,6,5,185,University of Georgia,1962-02-04
FLORELU01,Luis,Flores,G,2004,2004,6,1,202,Manhattan College,1981-04-11
FLOWEBR01,Bruce,Flowers,F,1982,1982,6,8,225,University of Notre Dame,1957-06-13
FLOYDSL01,Sleepy,Floyd,G,1982,1994,6,3,170,Georgetown University,1960-03-06
FLYNNMI01,Mike,Flynn,G,1975,1977,6,2,180,University of Kentucky,1953-07-31
FLYNNJO01,Jonny,Flynn,G,2009,2009,6,0,190,Syracuse,1989-02-06
FOGLELA01,Larry,Fogle,G,1975,1975,6,5,205,Canisius College,1953-03-19
FOLEYJA01,Jack,Foley,F,1962,1962,6,3,170,College of Holy Cross,1939-04-19
FONTAIS01,Isaac,Fontaine,G,2001,2001,6,4,210,Washington State University,1975-04-16
FONTALE01,Levi,Fontaine,G,1970,1970,6,4,190,University of Maryland Eastern Shore,1948-11-01
FORDAL01,Alphonso,Ford,F,1993,1994,6,1,190,Mississippi Valley State University,1971-10-31
FORDAL02,Alton,Ford,F,2001,2003,6,9,275,University of Houston,1981-05-29
FORDBO01,Bob,Ford,F,1972,1972,6,7,228,Purdue University,1950-01-26
FORDCH01,Chris,Ford,G,1972,1981,6,5,190,Villanova University,1949-01-11
FORDDO01,Don,Ford,F,1975,1981,6,8.5,215,University of California - Santa Barbara,1952-12-31
FORDJA01,Jake,Ford,G,1970,1971,6,3,180,University of Maryland Eastern Shore,1946-04-29
FORDPH01,Phil,Ford,G,1978,1984,6,2,175,University of North Carolina,1956-02-09
FORDSH01,Sherell,Ford,F,1995,1995,6,7,210,University of Illinois-Chicago,1972-08-26
FORDSH02,Sharrod,Ford,F,2005,2005,6,9,225,Clemson University,1982-01-09
FORDTJ01,T.J.,Ford,G,2003,2009,5,10,165,University of Texas,1983-03-24
FORMADO01,Donnie,Forman,G,1948,1948,5,10,175,New York University,1926-01-17
FORREBA01,Bayard,Forrest,C,1977,1978,6,10,235,Grand Canyon University,1954-07-08
FORTEJO01,Joseph,Forte,G,2001,2002,6,4,192,University of North Carolina,1981-05-23
FORTSDA01,Danny,Fortson,F,1997,2006,6,7,260,University of Cincinnati,1976-03-27
FOSTEFR01,Fred,Foster,F,1968,1976,6,5,210,Miami University,1946-03-18
FOSTEGR01,Greg,Foster,C,1990,2002,6,11,240,University of Texas at El Paso,1968-10-03
FOSTEJE01,Jeff,Foster,C,1999,2009,6,11,236,Southwest Texas State University,1977-01-16
FOSTEJI01,Jimmy,Foster,G,1974,1975,6,1,175,University of Connecticut,1951-12-16
FOSTERO01,Rod,Foster,G,1983,1985,6,1,160,University of California - Los Angeles,1960-10-10
FOTSIAN01,Antonis,Fotsis,F,2001,2001,6,10,219,NULL,1981-04-01
FOUSTLA01,Larry,Foust,C,1950,1961,6,9,215,La Salle University,1928-06-24
FOWLECA01,Cal,Fowler,G,1969,1969,6,0,175,Saint. Francis University,1940-02-11
FOWLEJE01,Jerry,Fowler,C,1951,1951,6,7.5,230,University of Missouri,1927-06-20
FOWLKTR01,Tremaine,Fowlkes,F,2001,2004,6,7,208,Fresno State University,1976-04-11
FOXHA01,Harold,Fox,G,1972,1972,6,2,175,Jacksonville University,1949-08-29
FOXJI01,Jim,Fox,C,1967,1976,6,10,230,University of South Carolina,1943-04-07
FOXRI01,Rick,Fox,F,1991,2003,6,7,230,University of North Carolina,1969-07-24
FOYERA01,Randy,Foye,G,2006,2009,6,4,213,Villanova University,1983-09-24
FOYLEAD01,Adonal,Foyle,C,1997,2008,6,10,250,Colgate University,1975-03-09
FRAHMRI01,Richie,Frahm,G,2003,2007,6,5,210,Gonzaga University,1977-08-14
FRANCST01,Steve,Francis,G,1999,2007,6,3,195,University of Maryland,1978-02-21
FRANKTE01,Tellis,Frank,F,1987,1993,6,10,225,Western Kentucky University,1965-04-26
FRANKNA01,Nat,Frankel,F,1946,1946,6,0,195,Brooklyn College,1913-11-03
FRANKWI01,Will,Franklin,F,1972,1975,6,7,220,Purdue University,1949-10-19
FRANZRO01,Ron,Franz,F,1967,1972,6,7,205,University of Kansas,1945-10-20
FRAZIWA01,Walt,Frazier,G,1967,1979,6,4,200,Southern Illinois University,1945-03-29
FRAZIWI01,Will,Frazier,F,1965,1965,6,7,210,Grambling State University,1942-08-24
FRAZIWI02,Wilbert,Frazier,C,1967,1968,NULL,NULL,NULL,NULL,NULL
FREDEAN01,Anthony,Frederick,F,1988,1991,6,7,205,Pepperdine University,1964-12-07
FREEWO01,World,Free,G,1975,1987,6,2,185,Guilford College,1953-12-09
FREEMDO01,Donnie,Freeman,G,1967,1975,6,3,185,University of Illinois,1944-07-18
FREEMGA01,Gary,Freeman,F,1970,1970,6,9,210,Oregon State University,1948-07-25
FREEMRO01,Rod,Freeman,F,1973,1973,6,7,225,Vanderbilt University,1950-11-05
FREIJMA01,Matt,Freije,F,2004,2006,6,10,249,Vanderbilt University,1981-10-02
FREYFR01,Frido,Frey,F,1946,1946,6,2,195,Long Island University,1921-10-26
FRIENLA01,Larry,Friend,G,1957,1957,6,4,185,University of California Berkeley,1935-04-14
FRINKPA01,Pat,Frink,G,1968,1968,6,4,195,Colorado University,1945-02-18
FRITSJI01,Jim,Fritsche,C,1953,1954,6,8,210,Hamline University,1931-12-10
FRYECH01,Channing,Frye,C,2005,2009,6,11,248,University of Arizona,1983-05-17
FRYERBE01,Bernie,Fryer,G,1973,1974,6,3,185,Brigham Young University,1949-12-25
FUCARFR01,Frank,Fucarino,F,1946,1946,6,2,175,Long Island University,1920-07-24
FUETSHE01,Herm,Fuetsch,G,1947,1947,6,0,170,NULL,1918-07-06
FULKSJO01,Joe,Fulks,F,1946,1953,6,5,190,Murray State University,1921-10-26
FULLECA01,Carl,Fuller,C,1970,1971,6,9,225,Bethune-Cookman College,1946-01-10
FULLETO01,Tony,Fuller,G,1980,1980,6,4,180,Pepperdine University,1958-09-04
FULLETO02,Todd,Fuller,C,1996,2000,6,11,255,North Carolina State University,1974-07-25
FULLEHI01,Hiram,Fuller,F,2003,2003,6,9,240,Fresno State University,1981-05-15
FUNDELA01,Lawrence,Funderburke,F,1997,2004,6,9,230,Ohio State University,1970-12-15
FURLOTE01,Terry,Furlow,G,1976,1979,6,4,190,Michigan State University,1954-10-18
GABORBI01,Billy,Gabor,G,1949,1954,5,11,170,Syracuse University,1922-05-13
GADZUDA01,Dan,Gadzuric,C,2002,2009,6,11,240,University of California - Los Angeles,1978-08-02
GAIDE01,Deng,Gai,F,2005,2005,6,9,218,Fairfield University,1982-03-22
GAINEEL01,Elmer,Gainer,C,1947,1949,6,6,195,DePaul University,1919-01-01
GAINEBI01,Bill,Gaines,G,1968,1968,6,4,185,Texas A&M University-Commerce,1946-03-10
GAINECO01,Corey,Gaines,G,1988,1994,6,3,195,Loyola Marymount University,1965-06-01
GAINEDA01,David,Gaines,G,1967,1967,6,1,170,LeMoyne-Owen College,1942-02-27
GAINESU01,Sundiata,Gaines,G,2009,2009,6,1,195,Georgia,1986-04-18
GAINERE01,Reece,Gaines,G,2003,2005,6,6,205,University of Louisville,1981-01-07
GALEMI01,Mike,Gale,G,1971,1981,6,4,185,Elizabeth City State University,1950-07-18
GALLACH01,Chad,Gallagher,C,1993,1993,6,10,255,Creighton University,1969-05-30
GALLAHA01,Harry,Gallatin,F,1948,1957,6,6,210,Truman State University,1927-04-26
GALLIDA01,Danilo,Gallinari,F,2008,2009,6,10,225,,1988-08-08
GAMBEDA01,Dave,Gambee,F,1958,1969,6,6,215,Oregon State University,1937-04-16
GAMBLKE01,Kevin,Gamble,F,1987,1996,6,5,210,University of Iowa,1965-11-13
GANTTBO01,Bob,Gantt,F,1946,1946,6,4,205,Duke University,1922-06-22
GARBAJO01,Jorge,Garbajosa,F,2006,2007,6,9,245,NULL,1977-12-19
GARCERU01,Ruben,Garces,F,2000,2000,6,9,235,Providence College,1973-10-17
GARCIAL01,Alex,Garcia,G,2003,2004,6,3,220,NULL,1980-03-04
GARCIFR01,Francisco,Garcia,F,2005,2009,6,7,195,University of Louisville,1981-12-31
GARDNTH01,Thomas,Gardner,G,2007,2008,6,5,225,University of Missouri,1985-02-08
GARDNCH01,Chuck,Gardner,F,1967,1967,6,8,205,Colorado University,1944-09-30
GARDNEA01,Earl,Gardner,F,1948,1948,6,3,195,DePauw University,1923-09-18
GARDNKE01,Kenny,Gardner,F,1975,1975,6,5,205,University of Utah,1949-09-27
GARDNVE01,Vern,Gardner,C,1949,1951,6,5,200,University of Utah,1925-05-14
GARFIJA01,Jack,Garfinkel,G,1946,1948,6,0,190,Saint John's University,1918-06-13
GARLAGA01,Gary,Garland,G,1979,1979,6,4,180,DePaul University,1957-10-12
GARLAWI01,Winston,Garland,G,1987,1994,6,2,170,Southwest Missouri State University,1964-12-19
GARMADI01,Dick,Garmaker,G,1955,1960,6,3,200,University of Minnesota,1932-10-29
GARNEBI02,Bill,Garner,C,1967,1967,6,10,220,University of Portland,1940-06-17
GARNECH01,Chris,Garner,G,1997,2000,5,10,156,University of Memphis,1975-02-02
GARNEKE01,Kevin,Garnett,F,1995,2009,6,11,220,NULL,1976-05-19
GARNEMA01,Marlon,Garnett,G,1998,1998,6,2,186,Santa Clara University,1975-07-03
GARNEBI01,Bill,Garnett,F,1982,1985,6,9,225,University of Wyoming,1960-04-22
GARRECA01,Calvin,Garrett,F,1980,1983,6,7,190,Oral Roberts University,1956-07-11
GARREDE01,Dean,Garrett,C,1996,2001,6,10,225,Indiana University,1966-11-27
GARREEL01,Eldo,Garrett,G,1969,1973,6,3,185,Southern Illinois University,1947-01-31
GARRERO01,Rowland,Garrett,F,1972,1976,6,6,210,Florida State University,1950-07-16
GARRITO01,Tom,Garrick,G,1988,1991,6,2,185,University of Rhode Island,1966-07-07
GARRIJO01,John,Garris,F,1983,1983,6,8,205,Boston College,1959-06-06
GARRIKI01,Kiwane,Garris,G,1997,1999,6,2,183,University of Illinois,1974-09-24
GARRIPA01,Pat,Garrity,F,1998,2007,6,9,238,University of Notre Dame,1976-08-23
GARVIJI01,Jim,Garvin,F,1973,1973,6,7,200,Boston University,1950-02-05
GASOLPA01,Pau,Gasol,F,2001,2009,7,0,227,NULL,1980-07-06
GASOLMA01,Marc,Gasol,C,2008,2009,7,1,265,,1985-01-29
GATESFR01,Frank,Gates,G,1949,1949,6,0,160,Sam Houston State University,1920-04-12
GATLICH01,Chris,Gatling,F,1991,2001,6,10,220,Old Dominion University,1967-09-03
GATTIKE01,Kenny,Gattison,F,1986,1995,6,8,225,Old Dominion University,1964-05-23
